Task name: Group 14
Task description: -

Date of output: 23.2.2022

Survey of antecedent attributes

	Group	Name	Description
	Default Partial Cedent	Country (subset), 1 - 1	-
	Default Partial Cedent	Rank_ (subset), 1 - 1	-
	Default Partial Cedent	Year_ (subset), 1 - 1	-

Survey of variable antecedent attributes

	Group	Name	Description
	Default Partial Cedent	Education_Mean_years_of_schooling (subset), 1 - 1	-
	Default Partial Cedent	Unemployment (subset), 1 - 1	-

Survey of succedent attributes

	Group	Name	Description

Survey of variable sukcedent attributes

	Group	Name	Description
	Default Partial Cedent	Fragile_State_Index( Alert -> Warning)	-

Survey of Action4ft-Quantifiers
	a-frequency	Before >= 2.00 Absolute number
	a-frequency	After >= 2.00 Absolute number

Task parameters
	The comparison of the first set versus the second set
	Sets must differ in all rows (i.e. not overlapping sets)

Nr.	Hypothesis	D%-Sum	Df-Conf	Df-AFUI	Df-FUE	Df-Avg	R-Conf	R-DFUI	R-FUE	R-Avg	H-Conf	H-DFUI	H-FUE	H-Avg	B:a	B:b	B:c	B:d	B:r	B:n	B:Conf	B:DConf	B:EConf	B:Supp	B:Cmplt	B:AvgDf	B:Lift	B:LBound	B:UBound	B:ELBound	B:EUBound	B:DLBound	B:DUBound	B:Fisher	B:Chi-Sq	B:PSep	B:bMean	B:bVAR	B:bStDev	B:P(>=90%)	B:P(>=95%)	A:a	A:b	A:c	A:d	A:r	A:n	A:Conf	A:DConf	A:EConf	A:Supp	A:Cmplt	A:AvgDf	A:Lift	A:LBound	A:UBound	A:ELBound	A:EUBound	A:DLBound	A:DUBound	A:Fisher	A:Chi-Sq	A:PSep	A:bMean	A:bVAR	A:bStDev	A:P(>=90%)	A:P(>=95%)	
233	Year_(2017) :  (Education_Mean_years_of_schooling(8.3)  ->  Education_Mean_years_of_schooling(13)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0184782609	-0.4101123596	-0.5393939394	2	0.575	0.4552238806	0.4725925926	2	1.7391304348	2.1967213115	2.1159874608	3	0	117	58	3	178	1	0.025	0.3426966292	0.0168539326	0.025	0.4833333333	1.4833333333	0.729	1	1	0	1	0	0.3038815117	1.4748571429	38	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
234	Year_(2017) :  (Education_Mean_years_of_schooling(8.3)  ->  Education_Mean_years_of_schooling(12.3)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0184782609	-0.4101123596	-0.5393939394	2	0.575	0.4552238806	0.4725925926	2	1.7391304348	2.1967213115	2.1159874608	3	0	117	58	3	178	1	0.025	0.3426966292	0.0168539326	0.025	0.4833333333	1.4833333333	0.729	1	1	0	1	0	0.3038815117	1.4748571429	38	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
368	Year_(2017) :  (Education_Mean_years_of_schooling(9.1)  ->  Education_Mean_years_of_schooling(13)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0268115942	-0.4157303371	-0.5393939394	2	0.3833333333	0.447761194	0.4725925926	2	2.6086956522	2.2333333333	2.1159874608	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
369	Year_(2017) :  (Education_Mean_years_of_schooling(9.1)  ->  Education_Mean_years_of_schooling(12.3)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0268115942	-0.4157303371	-0.5393939394	2	0.3833333333	0.447761194	0.4725925926	2	2.6086956522	2.2333333333	2.1159874608	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
359	Year_(2017) :  (Education_Mean_years_of_schooling(10.1)  ->  Education_Mean_years_of_schooling(13)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0268115942	-0.4157303371	-0.5393939394	2	0.3833333333	0.447761194	0.4725925926	2	2.6086956522	2.2333333333	2.1159874608	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
360	Year_(2017) :  (Education_Mean_years_of_schooling(10.1)  ->  Education_Mean_years_of_schooling(12.3)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0268115942	-0.4157303371	-0.5393939394	2	0.3833333333	0.447761194	0.4725925926	2	2.6086956522	2.2333333333	2.1159874608	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
350	Year_(2017) :  (Education_Mean_years_of_schooling(11.3)  ->  Education_Mean_years_of_schooling(13)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0268115942	-0.4157303371	-0.5393939394	2	0.3833333333	0.447761194	0.4725925926	2	2.6086956522	2.2333333333	2.1159874608	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
351	Year_(2017) :  (Education_Mean_years_of_schooling(11.3)  ->  Education_Mean_years_of_schooling(12.3)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0268115942	-0.4157303371	-0.5393939394	2	0.3833333333	0.447761194	0.4725925926	2	2.6086956522	2.2333333333	2.1159874608	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
341	Year_(2017) :  (Education_Mean_years_of_schooling(11.8)  ->  Education_Mean_years_of_schooling(13)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0268115942	-0.4157303371	-0.5393939394	2	0.3833333333	0.447761194	0.4725925926	2	2.6086956522	2.2333333333	2.1159874608	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
342	Year_(2017) :  (Education_Mean_years_of_schooling(11.8)  ->  Education_Mean_years_of_schooling(12.3)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0268115942	-0.4157303371	-0.5393939394	2	0.3833333333	0.447761194	0.4725925926	2	2.6086956522	2.2333333333	2.1159874608	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
330	Year_(2017) :  (Unemployment(1.6)  ->  Unemployment(7.1)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0268115942	-0.4157303371	-0.5393939394	2	0.3833333333	0.447761194	0.4725925926	2	2.6086956522	2.2333333333	2.1159874608	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
331	Year_(2017) :  (Unemployment(1.6)  ->  Unemployment(4.3)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0268115942	-0.4157303371	-0.5393939394	2	0.3833333333	0.447761194	0.4725925926	2	2.6086956522	2.2333333333	2.1159874608	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
321	Year_(2017) :  (Unemployment(1.7)  ->  Unemployment(7.1)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0268115942	-0.4157303371	-0.5393939394	2	0.3833333333	0.447761194	0.4725925926	2	2.6086956522	2.2333333333	2.1159874608	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
322	Year_(2017) :  (Unemployment(1.7)  ->  Unemployment(4.3)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0268115942	-0.4157303371	-0.5393939394	2	0.3833333333	0.447761194	0.4725925926	2	2.6086956522	2.2333333333	2.1159874608	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
204	Year_(2017) :  (Unemployment(1.8)  ->  Unemployment(7.1)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0184782609	-0.4101123596	-0.5393939394	2	0.575	0.4552238806	0.4725925926	2	1.7391304348	2.1967213115	2.1159874608	3	0	117	58	3	178	1	0.025	0.3426966292	0.0168539326	0.025	0.4833333333	1.4833333333	0.729	1	1	0	1	0	0.3038815117	1.4748571429	38	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
205	Year_(2017) :  (Unemployment(1.8)  ->  Unemployment(4.3)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0184782609	-0.4101123596	-0.5393939394	2	0.575	0.4552238806	0.4725925926	2	1.7391304348	2.1967213115	2.1159874608	3	0	117	58	3	178	1	0.025	0.3426966292	0.0168539326	0.025	0.4833333333	1.4833333333	0.729	1	1	0	1	0	0.3038815117	1.4748571429	38	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
35	Year_(2017) :  (Unemployment(2.5)  ->  Unemployment(7.1)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0018115942	-0.3988764045	-0.5393939394	2	0.9583333333	0.4701492537	0.4725925926	2	1.0434782609	2.126984127	2.1159874608	5	0	115	58	5	178	1	0.0416666667	0.3539325843	0.0280898876	0.0416666667	0.4833333333	1.4833333333	0.59049	1	1	0	1	0	0.1354443309	2.4865125241	22	0.8571428571	0.8571428571	0.1237179148	0.4685590086	0.2649081105	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
36	Year_(2017) :  (Unemployment(2.5)  ->  Unemployment(4.3)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0018115942	-0.3988764045	-0.5393939394	2	0.9583333333	0.4701492537	0.4725925926	2	1.0434782609	2.126984127	2.1159874608	5	0	115	58	5	178	1	0.0416666667	0.3539325843	0.0280898876	0.0416666667	0.4833333333	1.4833333333	0.59049	1	1	0	1	0	0.1354443309	2.4865125241	22	0.8571428571	0.8571428571	0.1237179148	0.4685590086	0.2649081105	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
186	Year_(2017) :  (Unemployment(3.3)  ->  Unemployment(7.1)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0184782609	-0.4101123596	-0.5393939394	2	0.575	0.4552238806	0.4725925926	2	1.7391304348	2.1967213115	2.1159874608	3	0	117	58	3	178	1	0.025	0.3426966292	0.0168539326	0.025	0.4833333333	1.4833333333	0.729	1	1	0	1	0	0.3038815117	1.4748571429	38	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
187	Year_(2017) :  (Unemployment(3.3)  ->  Unemployment(4.3)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0184782609	-0.4101123596	-0.5393939394	2	0.575	0.4552238806	0.4725925926	2	1.7391304348	2.1967213115	2.1159874608	3	0	117	58	3	178	1	0.025	0.3426966292	0.0168539326	0.025	0.4833333333	1.4833333333	0.729	1	1	0	1	0	0.3038815117	1.4748571429	38	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
10	Year_(2017) :  (Unemployment(4.4)  ->  Unemployment(7.1)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.85	0.5	0.0065217391	-0.393258427	-0.5393939394	2	1.15	0.4776119403	0.4725925926	2	1.15	2.09375	2.1159874608	6	0	114	58	6	178	1	0.05	0.3595505618	0.0337078652	0.05	0.4833333333	1.4833333333	0.531441	1	1	0	1	0	0.0900352489	3.0011627907	18	0.875	0.875	0.110239638	0.5217031143	0.3016627059	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
11	Year_(2017) :  (Unemployment(4.4)  ->  Unemployment(4.3)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.85	0.5	0.0065217391	-0.393258427	-0.5393939394	2	1.15	0.4776119403	0.4725925926	2	1.15	2.09375	2.1159874608	6	0	114	58	6	178	1	0.05	0.3595505618	0.0337078652	0.05	0.4833333333	1.4833333333	0.531441	1	1	0	1	0	0.0900352489	3.0011627907	18	0.875	0.875	0.110239638	0.5217031143	0.3016627059	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
312	Year_(2017) :  (Unemployment(4.6)  ->  Unemployment(7.1)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0268115942	-0.4157303371	-0.5393939394	2	0.3833333333	0.447761194	0.4725925926	2	2.6086956522	2.2333333333	2.1159874608	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
313	Year_(2017) :  (Unemployment(4.6)  ->  Unemployment(4.3)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0268115942	-0.4157303371	-0.5393939394	2	0.3833333333	0.447761194	0.4725925926	2	2.6086956522	2.2333333333	2.1159874608	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
303	Year_(2017) :  (Unemployment(6.4)  ->  Unemployment(7.1)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0268115942	-0.4157303371	-0.5393939394	2	0.3833333333	0.447761194	0.4725925926	2	2.6086956522	2.2333333333	2.1159874608	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
304	Year_(2017) :  (Unemployment(6.4)  ->  Unemployment(4.3)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0268115942	-0.4157303371	-0.5393939394	2	0.3833333333	0.447761194	0.4725925926	2	2.6086956522	2.2333333333	2.1159874608	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
294	Year_(2017) :  (Unemployment(7.3)  ->  Unemployment(7.1)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0268115942	-0.4157303371	-0.5393939394	2	0.3833333333	0.447761194	0.4725925926	2	2.6086956522	2.2333333333	2.1159874608	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
295	Year_(2017) :  (Unemployment(7.3)  ->  Unemployment(4.3)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0268115942	-0.4157303371	-0.5393939394	2	0.3833333333	0.447761194	0.4725925926	2	2.6086956522	2.2333333333	2.1159874608	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
62	Year_(2017) :  (Unemployment(8.4)  ->  Unemployment(7.1)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0101449275	-0.404494382	-0.5393939394	2	0.7666666667	0.4626865672	0.4725925926	2	1.3043478261	2.1612903226	2.1159874608	4	0	116	58	4	178	1	0.0333333333	0.3483146067	0.0224719101	0.0333333333	0.4833333333	1.4833333333	0.6561	1	1	0	1	0	0.2031664964	1.9777777778	28	0.8333333333	0.8333333333	0.1408590425	0.4095100045	0.2262190631	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
63	Year_(2017) :  (Unemployment(8.4)  ->  Unemployment(4.3)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0101449275	-0.404494382	-0.5393939394	2	0.7666666667	0.4626865672	0.4725925926	2	1.3043478261	2.1612903226	2.1159874608	4	0	116	58	4	178	1	0.0333333333	0.3483146067	0.0224719101	0.0333333333	0.4833333333	1.4833333333	0.6561	1	1	0	1	0	0.2031664964	1.9777777778	28	0.8333333333	0.8333333333	0.1408590425	0.4095100045	0.2262190631	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
285	Year_(2017) :  (Unemployment(12)  ->  Unemployment(7.1)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0268115942	-0.4157303371	-0.5393939394	2	0.3833333333	0.447761194	0.4725925926	2	2.6086956522	2.2333333333	2.1159874608	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
286	Year_(2017) :  (Unemployment(12)  ->  Unemployment(4.3)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0268115942	-0.4157303371	-0.5393939394	2	0.3833333333	0.447761194	0.4725925926	2	2.6086956522	2.2333333333	2.1159874608	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
